Organism_ID,Family,Guild
Cyclocephala_vestita,NA,NA
Cyclorrhapha,Cyclorrhapha fam.,NA
Cynthia cardui,Nymphalidae,NA
Dactylurina sp.,NA,NA
Danaus plexippus,Nymphalidae,NA
Danaus_chrysippus_petilia,NA,NA
Danaus_plexippus,NA,NA
Dasysyrphus_ albostriatus,Syrphidae,NA
Dasysyrphus_hilaris,Syrphidae,NA
Decaria sp.,CHRYSOMELIDAE: GALERUCINAE,NA
Decaria sp.,ni,NA
Delia platura,Anthomyiidae,NA
Delia_platura,NA,NA
Delta unguiculatus,Syrphidae,NA
Demetrias.atricapillus,NA,NA
Dermestidae,Dermestidae,NA
Diabrotica undecimpunctata,Chrysomelidae,NA
Diadasia bituberculata,Anthophoridae,NA
Diadasia diminuta,Apidae,NA
Dialictus af. opacus,Halictidae,NA
Dialictus af. opacus,NA,NA
Dialictus sp.1,Halictidae,NA
Dialictus_12,NA,NA
Dianthidium suburfulum,Megachilidae,NA
Dieunomia heteropoda,Halictidae,NA
Dilophilus_febrilis,NA,NA
Dilophus_nigrostigma,NA,NA
Dioprosopa clavata,Syrphidae,NA
Dioxyna sororcula,Tephritidae,NA
Dioxyna_sororcula,NA,NA
Diptera,Diptera,NA
Diptera-Fly,NA,NA
Diptera (ep14),NA,NA
Diptera sp 1,Unknown,NA
Diptera sp 2,Unknown,NA
Diptera sp 3,Unknown,NA
Diptera sp 4,Unknown,NA
Diptera sp 5,Unknown,NA
Diptera sp 6,Unknown,NA
Diptera sp 7,Unknown,NA
Diptera sp 8,Unknown,NA
Diptera sp 9,Unknown,NA
Diptera sp.3,NA,NA
Diptera sp.4,NA,NA
Diptera sp1,ni,NA
Diptera sp1,NA,NA
Diptera spp.,NA,NA
Diptera spX,ni,NA
Diptera unknown or unidentified,Diptera fam.,NA
Diptera_2,NA,NA
Diptera_3,NA,NA
Diptera_4,NA,NA
Diptera_sp.,NA,NA
Diptera_spY.size.1,ni,NA
Diptera_spY_size1_Carvalheirodataset,NA,NA
Diptera_spZ.size.1,ni,NA
Diptera_spZ_size_1_Carvalheirodataset,NA,NA
Diptera1,NA,NA
Diptera2,NA,NA
Diptera3,NA,NA
Diptera4,NA,NA
Diptero 1,NA,NA
Diptero 2,NA,NA
Diptero 3,NA,NA
Diptero 4,NA,NA
Diptero 5,NA,NA
Diptero 6,NA,NA
Doclichopodidae,Dolichopodidae,NA
Dolerus similis,Tenthredinidae,NA
Dolerus_similis_japonicus_Kirby_1882,NA,NA
Dolichopodidae,Dolichopodidae,NA
Dolichopodidae,NA,NA
Drosophila_5,NA,NA
Efferia sp.1,Asildae,NA
Eichoichemus sp.,Asildae,NA
Elateratidae,NA,NA
Elateridae,Elateridae,NA
Empididae sp1,Empididae,NA
Empididae sp2,Empididae,NA
Empididae_sp.,NA,NA
Empididea spp,Empididae,NA
Empis_sp,Empididae,NA
Epeolus japonicus,Apidae,NA
Epeolus_japonicus,NA,NA
Episrphus balteatus,Syrphidae,NA
Epistorophe aino,Syrphidae,NA
Epistorophe shibakawae,Syrphidae,NA
Epistrophe.flava,NA,NA
Epistrophe_ nitidicollis,Syrphidae,NA
Epistrophe_eligans,Syrphidae,NA
Epistrophe_nitidicollis,NA,NA
Episyrhpus balteatus,Syrphidae,NA
Episyrphus balteatus,Syrphidae,NA
Episyrphus balteatus,NA,NA
Episyrphus cretensis,Syrphidae,NA
episyrphus.balteatus,NA,NA
Episyrphus_ balteatus,Syrphidae,NA
Episyrphus_balteatus,Syrphidae,NA
Episyrphus_balteatus,NA,NA
Eriozona erratica,Syrphidae,NA
Eristalinae sp,Syrphidae,NA
Eristalinus (Lathyrophthalmus) quinquestriata,Syrphidae,NA
Eristalinus (Lathyrophthalmus) quinquestriatus,Syrphidae,NA
Eristalinus (Lathyrophthalmus) tarsalis,Syrphidae,NA
Eristalinus aeneus,Syrphidae,NA
Eristalinus sepulchralis,Syrphidae,NA
Eristalinus sp,Syrphidae,NA
Eristalinus taeniops,Syrphidae,NA
Eristalinus_Lathyrophthalmus_quinquestriatus,NA,NA
Eristalinus_Lathyrophthalmus_tarsalis,NA,NA
Eristalinus_sepulchralis,NA,NA
Eristalis,Syrphidae,NA
Eristalis (Eoeristaris) cerealis,Syrphidae,NA
Eristalis abusiva,Syrphidae,NA
Eristalis anthophorina,Syrphidae,NA
Eristalis arbustorum,Syrphidae,NA
Eristalis cerealis,Syrphidae,NA
Eristalis interrupta,Syrphidae,NA
Eristalis intricarius,Syrphidae,NA
Eristalis lineata,Syrphidae,NA
Eristalis pertinax,Syrphidae,NA
Eristalis similis,Syrphidae,NA
Eristalis sp.,Syrphidae,NA
Eristalis sp1,Syrphidae,NA
Eristalis sp2,Syrphidae,NA
Eristalis sp3,Syrphidae,NA
Eristalis sp4,Syrphidae,NA
Eristalis tenax,Syrphidae,NA
Eristalis.intricarius,NA,NA
Eristalis.pertinax,NA,NA
eristalis.sp,NA,NA
Eristalis.spec.,NA,NA
Eristalis_ arbustorum,Syrphidae,NA
Eristalis_ horticola,Syrphidae,NA
Eristalis_ intricaria,Syrphidae,NA
Eristalis_ nemorum,Syrphidae,NA
Eristalis_ pertinax,Syrphidae,NA
Eristalis_ similis,Syrphidae,NA
Eristalis_ spec.,Syrphidae,NA
Eristalis_ tenax,Syrphidae,NA
Eristalis_arbustorum,Syrphidae,NA
Eristalis_arbustorum,NA,NA
Eristalis_Eoeristaris_cerealis,NA,NA
Eristalis_horticola,NA,NA
Eristalis_interrupta,Syrphidae,NA
Eristalis_interrupta,NA,NA
Eristalis_intricaria,NA,NA
Eristalis_lineata,NA,NA
Eristalis_nemorum,NA,NA
Eristalis_pertinax,NA,NA
Eristalis_pratorum,NA,NA
Eristalis_similis,NA,NA
Eristalis_sp.,NA,NA
Eristalis_tenax,Syrphidae,NA
Eristalis_tenax,NA,NA
Erythrocera genalis,Tachinidae,NA
Erythrocera_genalis,NA,NA
Euaspis abdominalis,NA,NA
Eucera chinensis,Apidae,NA
Eucera clypeata,Apidae,NA
Eucera sp1,Apidae,NA
Eucera ssp.,NA,NA
Eucera_16,NA,NA
Eucoilidae sp1,EUCOILIDAE,NA
Eudalaca exul cf,Hepialidae,NA
Euglossa sp.,Apidae,NA
Euglossa sp.,NA,NA
Eulaema nigrita,Apidae,NA
Eulaema nigrita,NA,NA
Eumenes sp,Vespidae,NA
Eumenes_sp,NA,NA
Eumeniinae_sp.,NA,NA
Eumenine,Vespidae,NA
Eumerus funeralis,Syrphidae,NA
Eumerus obliquus,Syrphidae,NA
Eumerus obliquus,SYRPHIDAE,NA
Eumerus sogdianus,Syrphidae,NA
Eumerus sp,Syrphidae,NA
Eumerus strigatus,Syrphidae,NA
Eumerus strigatus,NA,NA
Eumerus_funeralis,NA,NA
Eupeodes,Syrphidae,NA
Eupeodes corollae,Syrphidae,NA
Eupeodes corollae,NA,NA
Eupeodes lapponicus,Syrphidae,NA
Eupeodes latifasciatus,Syrphidae,NA
Eupeodes luniger,Syrphidae,NA
Eupeodes nielseni,Syrphidae,NA
Eupeodes sp.,Syrphidae,NA
Eupeodes.latifasciatus,NA,NA
Eupeodes_ cf. corollae,Syrphidae,NA
Eupeodes_ lapponicus,Syrphidae,NA
Eupeodes_ luniger,Syrphidae,NA
Eupeodes_ spec.,Syrphidae,NA
Eupeodes_corollae,Syrphidae,NA
Eupeodes_corollae,NA,NA
Eupeodes_luniger,NA,NA
Eupeodes_nitens,NA,NA
Eupeodus corollae,Syrphidae,NA
Eupeodus sp.,Syrphidae,NA
Euploea core (Common Indian crow),Nymphalidae,NA
Euploea_core,NA,NA
Eurema lisa,Pieridae,NA
Evylaeus_13,NA,NA
Exochomus_troberti_Mulsant_1850,Coccinellidae,NA
Exochomus_troberti_Mulsant_1850,NA,NA
Exomalopsis analis,Apidae,NA
Exomalopsis analis,NA,NA
Exomalopsis cf. lugens,Apidae,NA
Exomalopsis cfr. iridipennis,Apidae,NA
Exorista (Podotachin) sorbillans,Tachinidae,NA
Exorista_Podotachin_sorbillans,NA,NA
Fannia spp.,Fanniidae,NA
Fanniidae? Sp.2,Fanniidae,NA
Flesh flies,Sacrophagidae,NA
flower_fly,NA,NA
fly,Diptera,NA
fly,NA,NA
Fly,Diptera (order),NA
Fly medium,NA,NA
Fly small,NA,NA
Fly tiny,NA,NA
Formica japonica,Formicidae,NA
Formica_japonica,NA,NA
formicidae,NA,NA
Formicidae,Formicidae,NA
Formicidae,NA,NA
Formicidae sp 1,Formicidae,NA
Formicidae sp 2,Formicidae,NA
Formicidae.sp...Black.size.3..monomorium.cf..,Formicidae,NA
Formicidae_sp_blacksize3_monomorium_cf,NA,NA
Formicidae_sp1_carvalheirodataset,NA,NA
Formicidae_sp2__bunduda_,Formicidae,NA
Formicidae_sp2__bunduda_,NA,NA
fruit fly,NA,NA
Gametis jucunda,Scarabaeidae,NA
Gametis_jucunda,NA,NA
Gastropoda,NA,NA
gen_sp,Apidae,NA
gen_sp,Syrphidae,NA
Geotrigona sp1.,Apidae,NA
Geotrigona subterranea,Apidae,NA
Glaucias_amyoti,NA,NA
Gonopteryx_rhamni,Pieridae,NA
green_leaf_beetle_pest_insect,NA,NA
Ground beetle,Carabidae,NA
Habropoda_17,NA,NA
Halictidae,NA,NA
Halictidae 1,Halictidae,NA
Halictidae 2,Halictidae,NA
Halictidae 3,Halictidae,NA
Halictidae sp.1,Halictidae,NA
Halictinae sp.,Halictidae,NA
Halictini,Halictidae,NA
Halictus,Halictidae,NA
Halictus,NA,NA
Halictus aerarius,Halictidae,NA
Halictus brunnescens,Halictidae,NA
Halictus calceatus,Halictidae,NA
Halictus confusus,Halictidae,NA
Halictus ligatus,Halictidae,NA
Halictus quadricinctus,Halictidae,NA
Halictus rubicundis,Halictidae,NA
Halictus rubicundus,Halictidae,NA
Halictus sajoi,Halictidae,NA
Halictus scabiosae,Halictidae,NA
Halictus sexcinctus,Halictidae,NA
Halictus simplex-complex,Halictidae,NA
Halictus sp.,Halictidae,NA
Halictus sp. 1,Halictidae,NA
Halictus sp. 6f,Halictidae,NA
Halictus sp.1,Halictidae,NA
Halictus sp1,Halictidae,NA
Halictus sp2,Halictidae,NA
Halictus subauratus,Halictidae,NA
Halictus tripartitus,Halictidae,NA
Halictus tsingtouensis,Halictidae,NA
Halictus tumolorum,Halictidae,NA
Halictus tumulorum,Halictidae,NA
Halictus tumulorum,NA,NA
Halictus vestitus,Halictidae,NA
Halictus.maculatus,NA,NA
Halictus.tumulorum,NA,NA
Halictus/Lasioglossum_ spec.,Syrphidae,NA
Halictus_tumulorum,NA,NA
Hapropoda sp.,NA,NA
Haptoncus ochraceus,Nitidulidae,NA
Haptoncus_ochraceus,NA,NA
Harmonia_axyridis_I_158,Coccinellidae,NA
Harmonia_axyridis_I_158,NA,NA
Harpalus.affinis,NA,NA
Harpalus.dimidiatus,NA,NA
Harpalus.distinguendus,NA,NA
Harpalus.rubripes,NA,NA
Harpalus.rufipes,NA,NA
Harpalus.signaticornis,NA,NA
Helophilus,Syrphidae,NA
Helophilus hybridus,Syrphidae,NA
Helophilus pendulus,Syrphidae,NA
Helophilus trivittatus,Syrphidae,NA
Helophilus_ pendulus,Syrphidae,NA
Helophilus_ spec.,Syrphidae,NA
Helophilus_ trivittatus,Syrphidae,NA
Helophilus_hochstetteri,NA,NA
Helophilus_hybridus,Syrphidae,NA
Helophilus_pendulus,Syrphidae,NA
Helophilus_pendulus,NA,NA
Helophilus_seelandicus,NA,NA
Helophilus_sp,NA,NA
Helophilus_trivittatus,NA,NA
Hemipenthes sp.,Bombyliidae,NA
Hemiptera,Hemiptera,NA
Hemiptera sp.6,NA,NA
Hemiptera unknown or unidentified,Hemiptera fam.,NA
Heriades sp.,NA,NA
Heringia_ vitripennis,Syrphidae,NA
Hermetia  illucens ,Sarcophagidae,NA
Hesperidae sp2,Hesperidae,NA
Heteropt,NA,NA
Heteroptera,NA,NA
Heteroptera sp.,ni,NA
Heteroptera sp1,ni,NA
Heteroptera_10_mm_sp1,ni,NA
Heteroptera_10_mm_sp1_Carvalheirodataset,NA,NA
Heteroptera_2mm,ni,NA
Heteroptera_2mm_Carvalheirodataset,NA,NA
Heteroptera_5mm,ni,NA
Heteroptera_5mm_Carvalheirodataset,NA,NA
Heteroptera_sp.,NA,NA
heteroptera_sp3,ni,NA
heteroptera_sp3_Carvalheirodataset,NA,NA
Hippodamia.variegata..Goeze.,Coccinellidae,NA
Hippodamia_variegata_Goeze,NA,NA
Homalictus damperia,Halictidae,NA
honey_bee,NA,NA
Hoplitis claviventris,NA,NA
Hoplitis pilosofrons,Megachilidae,NA
Hoplitis producta,Megachilidae,NA
Hoplitis simplex,Megachilidae,NA
Hoplitis sp,Megachilidae,NA
Hoplitis spoliata,Megachilidae,NA
Hormiga,NA,NA
Housefly,NA,NA
Hoverfly,Syrphidae,NA
Hoverfly A,Syrphidae,NA
Hoverfly unknown or unidentified,Syrphidae,NA
Hummingbird,NA,NA
Hydrotaea_rostrata,NA,NA
Hylaeus,Colletidae,NA
Hylaeus affinis,Colletidae,NA
Hylaeus annulatus,Colletidae,NA
Hylaeus cornutus,Colletidae,NA
Hylaeus episcopallis,Colletidae,NA
Hylaeus floralis,Colletidae,NA
Hylaeus hyalinatus,Hylaeinae,NA
Hylaeus mesillae,Colletidae,NA
Hylaeus modestus,Colletidae,NA
Hylaeus nippon,Colletidae,NA
Hylaeus punctulatissimus,Colletidae,NA
Hylaeus rudbeckiae,Colletidae,NA
Hylaeus sp,Colletidae,NA
Hylaeus sp.,Colletidae,NA
Hylaeus sp. 1,Colletidae,NA
Hylaeus_capitosus,NA,NA
Hylaeus_floralis,NA,NA
Hylaeus_gredleri,NA,NA
Hylaeus_nippon,NA,NA
Hylaeus_signatus,NA,NA
Hymenoptera,NA,NA
Hymenoptera sp,NA,NA
Hymenoptera sp 1,Unknown,NA
Hymenoptera sp 2,Unknown,NA
Hymenoptera sp 3,Unknown,NA
Hymenoptera sp 4,Unknown,NA
Hymenoptera sp 5,Unknown,NA
Hymenoptera sp 6,Unknown,NA
Hymenoptera sp 7,Unknown,NA
Hymenoptera sp 8,Unknown,NA
Hymenoptera_Nonbee_Aculeata,NA,NA
hymenoptera_sp.,NA,NA
Hypolimnas misippus,Nymphalidae,NA
Hypolimnas_misippus,NA,NA
Hypotrigona gribodoi,NA,NA
Hypotrigona sp. 1,Apidae,NA
Ichneumonidae sp.2,Ichneumonidae,NA
Ichneumonidea,Ichneumonidae,NA
Ichneumonoidae sp 1,Ichneumonidae,NA
Ichneumonoidea,NA,NA
Ischiodon aegyptius,SYRPHIDAE,NA
Isoconia_haematopota_cf,Tephritidae,NA
Isoconia_haematopota_cf,NA,NA
Junonia hierta,Nymphalidae,NA
Junonia iphita (Chocolate pansy),Nymphalidae,NA
Junonia oenone,Nymphalidae,NA
ladybeetle,NA,NA
Ladybird sp1,Coccinellidae,NA
Ladybird sp2,Coccinellidae,NA
Ladybird sp3,Coccinellidae,NA
Ladybird sp4,Coccinellidae,NA
Ladybirds,Coccinellidae,NA
Ladybug,Coccinellidae,NA
Ladybug,NA,NA
Lagria_cf_aeneipennis_Fahraeus,NA,NA
Large Andrena ap.,Andrenidae,NA
Large Andrena sp.,Andrenidae,NA
Lasioglossum,Halictidae,NA
Lasioglossum  disparile,Halictidae,NA
Lasioglossum (Dialictus) ephialtum,NA,NA
Lasioglossum (Dialictus) mitchelli,NA,NA
Lasioglossum (Dialictus) pilosum,NA,NA
Lasioglossum (Dialictus) sp. Ba,Halictidae,NA
Lasioglossum (Dialictus) sp. C,Halictidae,NA
Lasioglossum (Dialictus) sp. D,Halictidae,NA
Lasioglossum (Dialictus) sp. E,Halictidae,NA
Lasioglossum (Dialictus) spp.,Halictidae,NA
Lasioglossum (Dialictus) ssp.,NA,NA
Lasioglossum (Dialictus) versatum,NA,NA
Lasioglossum (Dialictus) zephyrum,NA,NA
Lasioglossum (Evylaeus) sp. AS-E1,Halictidae,NA
Lasioglossum (Evylaeus) sp. B,Halictidae,NA
Lasioglossum (Evylaeus) sp. B,NA,NA
Lasioglossum (Evylaeus) sp. C,NA,NA
Lasioglossum (Evylaeus) sp. E,Halictidae,NA
Lasioglossum (Evylaeus) sp. I,Halictidae,NA
Lasioglossum (Evylaeus) sp. R,Halictidae,NA
Lasioglossum (Evylaeus) spp.,Halictidae,NA
Lasioglossum (Evylaeus) ssp.,NA,NA
Lasioglossum (Lasioglossum) zonulum,NA,NA
Lasioglossum abanci,Halictidae,NA
Lasioglossum admirandum,Halictidae,NA
Lasioglossum aeratum,Halictidae,NA
Lasioglossum albipenne,Halictidae,NA
Lasioglossum albipes,Halictidae,NA
Lasioglossum albipes,NA,NA
Lasioglossum anomalum,Halictidae,NA
Lasioglossum atwoodi,Halictidae,NA
Lasioglossum bimaculatum,Halictidae,NA
Lasioglossum bruneri,Halictidae,NA
Lasioglossum calceatum,Halictidae,NA
Lasioglossum calceatum,NA,NA
Lasioglossum calceatum,Apidae,NA
Lasioglossum cinctipes,Halictidae,NA
Lasioglossum coactum,Halictidae,NA
Lasioglossum coeruleum,Halictidae,NA
Lasioglossum connexum,Halictidae,NA
Lasioglossum coriaceum,Halictidae,NA
Lasioglossum cressonii,Halictidae,NA
Lasioglossum cupromicans,Halictidae,NA
Lasioglossum dialictus sp.,Halictidae,NA
Lasioglossum dialictus sp. TX 16,Halictidae,NA
Lasioglossum discum,Halictidae,NA
Lasioglossum ephialtum,Halictidae,NA
Lasioglossum ephialtum complex spp,Halictidae,NA
Lasioglossum fedorense,Halictidae,NA
Lasioglossum foveolatum,Halictidae,NA
Lasioglossum foxii,Halictidae,NA
Lasioglossum fulvicorne,NA,NA
Lasioglossum fulvicorne,Halictidae,NA
Lasioglossum hitchensi,Halictidae,NA
Lasioglossum hunteri,Halictidae,NA
Lasioglossum illinoense,Halictidae,NA
Lasioglossum imitatum,Halictidae,NA
Lasioglossum incompletum,Halictidae,NA
Lasioglossum incompletus,NA,NA
Lasioglossum interruptum,Halictidae,NA
Lasioglossum kincaidii,Halictidae,NA
Lasioglossum knereri,Halictidae,NA
Lasioglossum kumejimense,Halictidae,NA
Lasioglossum laevigatum,Halictidae,NA
Lasioglossum laterale,Halictidae,NA
Lasioglossum laticeps,Halictidae,NA
Lasioglossum lativentre,Halictidae,NA
Lasioglossum lativentre,NA,NA
Lasioglossum leavissimum,Halictidae,NA
Lasioglossum leucocomum,Halictidae,NA
Lasioglossum leucopus,Halictidae,NA
Lasioglossum leucopus,NA,NA
Lasioglossum leucozonium,NA,NA
Lasioglossum leucozonium,Halictidae,NA
Lasioglossum lineatulum,Halictidae,NA
Lasioglossum malachurum,Halictidae,NA
Lasioglossum malachurum,Apidae,NA
Lasioglossum minutissimum,Halictidae,NA
Lasioglossum minutula,Halictidae,NA
Lasioglossum morio,Halictidae,NA
Lasioglossum nevadense,Halictidae,NA
Lasioglossum nigroviridae,Halictidae,NA
Lasioglossum nitidiusculum,NA,NA
Lasioglossum obscurum,Halictidae,NA
Lasioglossum occidens,Halictidae,NA
Lasioglossum olympiae,Halictidae,NA
Lasioglossum paradmirandum,Halictidae,NA
Lasioglossum paraforbesii,Halictidae,NA
Lasioglossum parvulum,Halictidae,NA
Lasioglossum pauperatum,Halictidae,NA
Lasioglossum pauxillum,Halictidae,NA
Lasioglossum pectorale,Halictidae,NA
Lasioglossum perpunctatum,Halictidae,NA
Lasioglossum pilosum,Halictidae,NA
Lasioglossum platyparium,Halictidae,NA
Lasioglossum politum,Halictidae,NA
Lasioglossum proximatum,Halictidae,NA
Lasioglossum punctatissimum,Halictidae,NA
Lasioglossum punctatoventre,Halictidae,NA
Lasioglossum puncticolle,Halictidae,NA
Lasioglossum pygmaeum,Halictidae,NA
Lasioglossum quadrinotatum,Halictidae,NA
Lasioglossum quadrinotatum,NA,NA
Lasioglossum quebecense,Halictidae,NA
Lasioglossum rufitarse,Halictidae,NA
Lasioglossum rufitarse,NA,NA
Lasioglossum scitulum,Halictidae,NA
Lasioglossum sedi,Halictidae,NA
Lasioglossum sexnotatum,Halictidae,NA
Lasioglossum sibiriacum,Halictidae,NA
Lasioglossum sisymbrii,Halictidae,NA
Lasioglossum smeathmanellum,Halictidae,NA
Lasioglossum smilacinae,Halictidae,NA
Lasioglossum sp,Halictidae,NA
Lasioglossum sp.,Halictidae,NA
Lasioglossum sp.,NA,NA
Lasioglossum sp. 1,Halictidae,NA
Lasioglossum sp. 10f,Halictidae,NA
Lasioglossum sp. 11,Halictidae,NA
Lasioglossum sp. 13,Halictidae,NA
Lasioglossum sp. 14,Halictidae,NA
Lasioglossum sp. 14f,Halictidae,NA
Lasioglossum sp. 16f,Halictidae,NA
Lasioglossum sp. 18f,Halictidae,NA
Lasioglossum sp. 2,Halictidae,NA
Lasioglossum sp. 20,Halictidae,NA
Lasioglossum sp. 24m,Halictidae,NA
Lasioglossum sp. 26f,Halictidae,NA
Lasioglossum sp. 3,Halictidae,NA
Lasioglossum sp. 36f,Halictidae,NA
Lasioglossum sp. 4,Halictidae,NA
Lasioglossum spp.,Halictidae,NA
Lasioglossum ssp.,NA,NA
Lasioglossum subhirtum,Halictidae,NA
Lasioglossum subopatum,Halictidae,NA
Lasioglossum tegulare,Halictidae,NA
Lasioglossum tegulariforme,Halictidae,NA
Lasioglossum versatum,Halictidae,NA
Lasioglossum villosulum,Halictidae,NA
Lasioglossum weemsi,Halictidae,NA
Lasioglossum xanthopus,Halictidae,NA
Lasioglossum zephyrum,Halictidae,NA
Lasioglossum zonulum,Halictidae,NA
Lasioglossum zonulun,Halictidae,NA
Lasioglossum.calceatum,NA,NA
Lasioglossum.fulvicorne,NA,NA
Lasioglossum.interruptum,NA,NA
Lasioglossum.laticeps,NA,NA
Lasioglossum.malachurum,NA,NA
Lasioglossum.marginatum,NA,NA
Lasioglossum.morio,NA,NA
Lasioglossum.pallens,NA,NA
Lasioglossum.pauxillum,NA,NA
Lasioglossum.villosulum,NA,NA
Lasioglossum_ albipes/calceatum,Halictidae,NA
Lasioglossum_ malachurum,Halictidae,NA
Lasioglossum_ spec.,Halictidae,NA
Lasioglossum_10,NA,NA
Lasioglossum_11,NA,NA
Lasioglossum_14,NA,NA
Lasioglossum_8,NA,NA
Lasioglossum_9,NA,NA
Lasioglossum_calceatum,NA,NA
Lasioglossum_leucopus,NA,NA
Lasioglossum_malachurum,NA,NA
Lasioglossum_morio,NA,NA
Lasioglossum_occidens,NA,NA
Lasioglossum_parvulum,NA,NA
Lasioglossum_pauxillum,NA,NA
Lasioglossum_sexnotatum,NA,NA
Lasioglossum_sexstrigatum,NA,NA
Lasioglossum_sordidum,NA,NA
Lasioglossum_sp,NA,NA
Lasioglossum_sp1_cf_,Halictidae,NA
Lasioglossum_sp1_cf_Carvalheirodataset,NA,NA
Lasioglossum_villosulum,NA,NA
Lasioglossum_xanthopus,NA,NA
Lasiolgossum sp. 3,Halictidae,NA
Lasioslossum (Evylaeus) sp. A,NA,NA
Lassioglossum sp.,NA,NA
Lathrididae sp.,Lathrididae,NA
Lathrididae_sp.,NA,NA
Leioproctus_fulvescens,NA,NA
Leioproctus_huakiwi,NA,NA
Leioproctus_waipounamu,NA,NA
Lejogaster metallina,Syrphidae,NA
Lejogaster tarsata,Syrphidae,NA
Lepidoptera,NA,NA
Lepidoptera,Lepidoptera,NA
Lepidoptera sp 1,NA,NA
Lepidoptera sp 1,Unknown,NA
Lepidoptera sp 2,NA,NA
Lepidoptera sp 3,NA,NA
Lepidoptera sp 5,NA,NA
Lepidoptera sp.,ni,NA
Lepidoptera sp. 1,NA,NA
Lepidoptera sp. 2,NA,NA
Lepidoptera sp. 3,NA,NA
Lepidoptera sp. 4,NA,NA
Lepidoptera sp1,Crambidae,NA
Lepidoptera sp3,NA,NA
Lepidoptera sp4,NA,NA
Lepidoptera spp.,NA,NA
Lepidoptera spY,ni,NA
Lepidoptera white,ni,NA
lepidoptera_sp5_carvalheirodataset,NA,NA
lepidoptera_spY_carvalheirodataset,NA,NA
Lepidotera,Lepidoptera,NA
Lepisiota_sp_2_,Formicidae,NA
Lepisiota_sp_2_,NA,NA
Lerodae eufala,Hesperiidae,NA
Libytheana carinenta,Nymphalidae,NA
Ligaidae,NA,NA
Limnophora septentrionalis,Muscidae,NA
Lindenius albilabris,Crabronidae,NA
Lipotriches sp.,NA,NA
Lipotriches sp. 8,Halictidae,NA
Lipotriches yasumatsui,Halictidae,NA
Lipotriches_yasumatsui,NA,NA
Lithurge sp.,NA,NA
Lithurgus huberi,Megachilidae,NA
Lithurgus huberi,NA,NA
Lithurgus pullatus (Vachal),Megachilidae,NA
Loricara.pilicornis,NA,NA
Lucilia ampullacea,Calliphoridae,NA
Lucilia caesar,Calliphoridae,NA
Lucilia papuensis,Calliphoridae,NA
Lucilia sp,Calliphoridae,NA
Lucilia_ampullacea,NA,NA
Lucilia_papuensis,NA,NA
Lucilia_sericata,NA,NA
Lucillia sp,Calliphoridae,NA
Lycaena phlaeas,Lycaenidae,NA
Lycidae,NA,NA
Lygaeidae_sp.,NA,NA
Macrocoma_sp__near_apicicornis,Chrysomelidae,NA
Macrocoma_sp__near_apicicornis,NA,NA
Macrodactylus fulvescens Melolonthidae,NA,NA
Macrodactylus_fulvescens,NA,NA
Macrogalea candida,Apidae,NA
Macrogalea candida,NA,NA
Macrogalea candida (Smith),Apidae,NA
Macroglossum trochilus (Hubner),Sphingidae,NA
Macroglossum_trochilus_Hubner,NA,NA
Malachiinae sp1,MELYRIDAE: MALACHIINAE,NA
Malachiinae_sp1,Melyridae,NA
Malachiinae_sp1,NA,NA
Mallota tricolor?,Syrphidae,NA
Manuelia gayatina,Apidae,NA
Manuelia gayi,Apidae,NA
Mariposa alas transparentes,NA,NA
Mariposa gris chiquita,NA,NA
Mariposa marron grande,NA,NA
Mariposa marron pequeña,NA,NA
Mariposa monarca,NA,NA
May fly,NA,NA
Megacampsomeris grossa,Scoliidae,NA
Megacampsomeris_grossa,NA,NA
Megachile (Chalicodoma) sp.,NA,NA
Megachile albitarsis,Megachilidae,NA
Megachile bicolor,NA,NA
Megachile brevis,Megachilidae,NA
Megachile deflexa,Megachilidae,NA
Megachile flavipennis,NA,NA
Megachile frontalis cf.,Megachilidae,NA
Megachile hera,Megachilidae,NA
Megachile humilis,Megachilidae,NA
Megachile melanophaea,Megachilidae,NA
Megachile montivaga,Megachilidae,NA
Megachile onobrychidis,Megachilidae,NA
Megachile parallela,Megachilidae,NA
Megachile relativa,Megachilidae,NA
Megachile rotundata,Megachilidae,NA
Megachile sp,Megachilidae,NA
Megachile sp. 1f,Megachilidae,NA
Megachile sp. aff. bakeri,NA,NA
Megachile sp.1,NA,NA
Megachile sp.2,NA,NA
Megachile sp.3,NA,NA
Megachile sp.4,NA,NA
Megachile sp5.,NA,NA
Megachile tsurugensis,Megachilidae,NA
Megachile versicolor,Megachilidae,NA
Megachile_frontalis_cf,NA,NA
Megachile_hera,NA,NA
Megachile_humilis,NA,NA
Megachile_tsurugensis,NA,NA
Megachilid,Megachilidae,NA
Megachilidae,Megachilidae,NA
Megachillid,Megachilidae,NA
Megalopta sp.,Halictidae,NA
Megalopta sp.,NA,NA
Megascolia maculata,Scoliidae,NA
Melandrena,Andrenidae,NA
Melandrena sp,Andrenidae,NA
Melangyna_cincta,NA,NA
Melangyna_novaezelandiae,NA,NA
Melanogaster aerosa,Syrphidae,NA
Melanogaster_ hirtella,Syrphidae,NA
Melanogaster_aerosa,Syrphidae,NA
Melanogaster_hirtella,NA,NA
Melanostoma,Syrphidae,NA
Melanostoma mellinum,Syrphidae,NA
Melanostoma mellinum,NA,NA
Melanostoma scalare,Syrphidae,NA
Melanostoma sp.,Syrphidae,NA
Melanostoma.mellinum,NA,NA
Melanostoma.scalare,NA,NA
