study_id,pollinator,guild,percentage,sampling_method,crop,variety,country
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Exochomus_troberti_Mulsant_1850,beetles,5.555555555555555,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Formicidae_sp2__bunduda_,non_bee_hymenoptera,7.6923076923076925,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_10_mm_sp1,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_2mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Heteroptera_5mm,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,heteroptera_sp3,other,25,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,TA,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KENT,South Africa
carv03,Hippodamia.variegata..Goeze.,beetles,16.666666666666668,"sweep net, note that flower abundance (hence sampling effort) varied between sites",Mangifera indica,KEITT,South Africa
